Province;Normandie;Basse-Normandie;Normandie;Calvados;14465;14465;14465;C14465;NONANT;NONANT;Nonant;;SO;CR14465;Nonant;;;ZE2804;14;D014;Calvados (14);14 - Calvados;Q3249;pm84p;70;A70;;m82eq;28;R28;Q18677875;mrqy6;25;R25;FD111;FR11;FE1;SO;SO;022;AU022;AU022;Caen;241400555;CC de Bayeux Intercom;CR14465;Nonant;;;49.236734437, -0.64816232;;;;;;
Province;Normandie;Basse-Normandie;Normandie;Calvados;14543;14543;14543;C14543;ROTS;ROTS;Rots;14701;UU14701;UU14701;Caen;;;ZE2804;14;D014;Calvados (14);14 - Calvados;Q3249;pm84p;70;A70;;m82eq;28;R28;Q18677875;mrqy6;25;R25;FD111;FR11;FE1;UU14601;UU14601;022;AU022;AU022;Caen;200065597;CU Caen la Mer;UU14701;Caen;;;49.206062117, -0.475616612;;;;;;
Province;Normandie;Basse-Normandie;Normandie;Calvados;14667;14667;14667;C14667;SAON;SAON;Saon;;SO;CR14667;Saon;;;ZE2804;14;D014;Calvados (14);14 - Calvados;Q3249;pm84p;70;A70;;m82eq;28;R28;Q18677875;mrqy6;25;R25;FD111;FR11;FE1;SO;SO;;AU997;C14667;Saon;200066801;CC Isigny-Omaha Intercom;CR14667;Saon;;;49.271592645, -0.862357253;;;;;;
Province;Normandie;Basse-Normandie;Normandie;Calvados;14734;14734;14734;C14734;VENDES;VENDES;Vendes;;SO;CR14734;Vendes;;;ZE2804;14;D014;Calvados (14);14 - Calvados;Q3249;pm84p;70;A70;;m82eq;28;R28;Q18677875;mrqy6;25;R25;FD111;FR11;FE1;SO;SO;022;AU022;AU022;Caen;200069516;CC Seulles Terre et Mer;CR14734;Vendes;;;49.142030647, -0.600772473;;;;;;
Province;Nouvelle-Aquitaine;Aquitaine;Bordeaux;Dordogne;24002;24002;24002;C24002;AGONAC;AGONAC;Agonac;;SO;CR24002;Agonac;;;ZE7523;24;D024;Dordogne (24);24 - Dordogne;Q3357;30l20;04;A04;;zozoj;75;R75;Q18678082;iyf8j;72;R72;FD111;FR11;FE1;SO;SO;087;AU087;AU087;Périgueux;200040392;CA Le Grand Périgueux;CR24002;Agonac;;;45.28146589, 0.745822221;;;;;;
Province;Nouvelle-Aquitaine;Aquitaine;Bordeaux;Dordogne;24059;24059;24059;C24059;BOURGNAC;BOURGNAC;Bourgnac;;SO;CR24059;Bourgnac;;;ZE7523;24;D024;Dordogne (24);24 - Dordogne;Q3357;30l20;04;A04;;zozoj;75;R75;Q18678082;iyf8j;72;R72;FD111;FR11;FE1;SO;SO;460;AU460;AU460;Mussidan;200069094;CC Isle et Crempse en Périgord;CR24059;Bourgnac;;;45.017359655, 0.398155172;;;;;;
Province;Nouvelle-Aquitaine;Aquitaine;Bordeaux;Dordogne;24063;24063;24063;C24063;BOUZIC;BOUZIC;Bouzic;;SO;CR24063;Bouzic;;;ZE7529;24;D024;Dordogne (24);24 - Dordogne;Q3357;30l20;04;A04;;zozoj;75;R75;Q18678082;iyf8j;72;R72;FD111;FR11;FE1;SO;SO;;AU000;C24063;Bouzic;200041440;CC de Domme-Villefranche du Périgord;CR24063;Bouzic;;;44.720403385, 1.217599092;;;;;;
Province;Nouvelle-Aquitaine;Aquitaine;Bordeaux;Dordogne;24135;24135;24135;C24135;CORNILLE;CORNILLE;Cornille;;SO;CR24135;Cornille;;;ZE7523;24;D024;Dordogne (24);24 - Dordogne;Q3357;30l20;04;A04;;zozoj;75;R75;Q18678082;iyf8j;72;R72;FD111;FR11;FE1;SO;SO;087;AU087;AU087;Périgueux;200040392;CA Le Grand Périgueux;CR24135;Cornille;;;45.245604675, 0.778813268;;;;;;
Province;Nouvelle-Aquitaine;Aquitaine;Bordeaux;Dordogne;24182;24182;24182;C24182;FLEIX;FLEIX;Le Fleix;00555;UU00555;UU00555;Bergerac;;l4td8;ZE7504;24;D024;Dordogne (24);24 - Dordogne;Q3357;30l20;04;A04;;zozoj;75;R75;Q18678082;iyf8j;72;R72;FD111;FR11;FE1;UU00553;SO;109;AU109;AU109;Bergerac;200070647;CA Bergeracoise;UU00555;Bergerac;;l4td8;44.881088301, 0.262358497;;;;;;
Province;Nouvelle-Aquitaine;Aquitaine;Bordeaux;Dordogne;24228;24228;24228;C24228;LANQUAIS;LANQUAIS;Lanquais;24112;UU24112;UU24112;Lalinde;;;ZE7504;24;D024;Dordogne (24);24 - Dordogne;Q3357;30l20;04;A04;;zozoj;75;R75;Q18678082;iyf8j;72;R72;FD111;FR11;FE1;UU24201;SO;593;AU593;AU593;Lalinde;200034833;CC des Bastides Dordogne-Périgord;UU24112;Lalinde;;;44.814280879, 0.669015935;;;;;;
Province;Nouvelle-Aquitaine;Aquitaine;Bordeaux;Dordogne;24281;24281;24281;C24281;MONSAC;MONSAC;Monsac;;SO;CR24281;Monsac;;;ZE7504;24;D024;Dordogne (24);24 - Dordogne;Q3357;30l20;04;A04;;zozoj;75;R75;Q18678082;iyf8j;72;R72;FD111;FR11;FE1;SO;SO;;AU998;C24281;Monsac;200034833;CC des Bastides Dordogne-Périgord;CR24281;Monsac;;;44.779457264, 0.692121581;;;;;;
Province;Nouvelle-Aquitaine;Aquitaine;Bordeaux;Dordogne;24327;24327;24327;C24327;PEZULS;PEZULS;Pezuls;;SO;CR24327;Pezuls;;;ZE7504;24;D024;Dordogne (24);24 - Dordogne;Q3357;30l20;04;A04;;zozoj;75;R75;Q18678082;iyf8j;72;R72;FD111;FR11;FE1;SO;SO;;AU998;C24327;Pezuls;200034833;CC des Bastides Dordogne-Périgord;CR24327;Pezuls;;;44.90912915, 0.804869924;;;;;;
Province;Nouvelle-Aquitaine;Aquitaine;Bordeaux;Dordogne;24522;24522;24522;C24522;SARRAZAC;SARRAZAC;Sarrazac;;SO;CR24522;Sarrazac;;;ZE7523;24;D024;Dordogne (24);24 - Dordogne;Q3357;30l20;04;A04;;zozoj;75;R75;Q18678082;iyf8j;72;R72;FD111;FR11;FE1;SO;SO;;AU000;C24522;Sarrazac;242401024;CC Isle-Loue-Auvézère en Périgord;CR24522;Sarrazac;;;45.43785134, 1.035484839;;;;;;
Province;Nouvelle-Aquitaine;Aquitaine;Bordeaux;Dordogne;24583;24583;24583;C24583;VILLEDIEU;VILLEDIEU;La Villedieu;;SO;SO;La Villedieu;;;SO;24;D024;Dordogne (24);24 - Dordogne;Q3357;30l20;04;A04;;zozoj;75;R75;Q18678082;iyf8j;72;R72;FD111;FR11;FE1;SO;SO;SO;SO;SO;SO;SO;SO;SO;La Villedieu;;;;;1963-01-01;;;24547;1963-01-01
